id,title
hve5-8z68,"Inmate stabbing/slashing incidents*

*  Inmate Stabbing/Slashing Incidents: The number of incidents involving a stabbing and/or slashing. Though rare, a single incident may involve multiple stabbing and/or slashing inmate victims."
hxay-3qcw,"The New York City Water Trail connects New York City’s rivers, creeks, and waterways together for paddling enthusiasts. Use this data to find launch sites on the water trail for kayaks and other openwater rowing craft"
hy4q-igkk,311 Service Requests for 2006. This is historical data and will not be updated.
hyij-8hr7,"Quarterly update of Seven Major Felonies at the incident level. For privacy reasons, incidents have been moved to the midpoint of the street segment on which they occur."
hyur-qpyf,Events held to increase public preparedness
hyuz-tij8,"Table of ACS Demographics and
profile represented at the NTA level.
NTAs are aggregations of census tracts
that are subsets of New York City's 55
Public Use Microdata Areas (PUMAs)"
hz79-96hi,Data to solve NYC ACRE's BigIdea
i296-73x5,An overview of sites across the five boroughs where construction activity has come to an abrupt halt. Prior weekly reports are archived at DOB and are not available on NYC Open Data.
i37z-2ty9,Latest available data and trends in graduation and dropout outcomes by school and ELL status.
i3a3-qxkf,This information is up-to-date as of 04/08/16. Please note that there may be additional changes which are not yet reflected here.
i447-i5u3,Contact information for various departments in New York City Police Pension Fund Agency
i4p3-pe6a,"This dataset contains Open Parking and Camera Violations issued by the City of New York. Updates will be applied to this data set on the following schedule:
New or open tickets will be updated weekly (Sunday). Tickets satisfied will be updated daily (Tuesday through Sunday).
* Initial dataset loaded 01/09/2016"
i6as-kc83,Latest available data and trends in graduation and dropout outcomes school.
i762-rk6i,"Every year, all parents, all teachers, and students take the NYC School Survey. The survey ranks among the largest surveys of any kind ever conducted nationally. 

Survey results provide insight into a school's learning environment and contribute a measure of diversification that goes beyond test scores on the Progress Report. Survey questions assess the community's opinions on academic expectations, communication, engagement, and safety and respect. School leaders can use survey results to better understand their own school's strengths and target areas for improvement. 

Over 800,000 New Yorkers participated in the survey in 2008. 347,829 parents, 48,002 teachers, and 410,708 students submitted surveys and contributed feedback to their schools."
i7a5-bsik,Planimetric basemap layer containing railroad lines
i7jz-e2db,Details of Funding Sources for Housing Projects
i8d5-5ciu,RSS Feed displaying municipal parking facilities in Manhattan
i8f4-bu5r,Hiking trails in New York City Department of Parks & Recreation properties.
i8iw-xf4u,Boundaries for NYC zip codes
i8ys-e4pm,"This file shows average class sizes and the size of the smallest and largest class for each school, by grade and program type (General Education, Self-Contained Special Education, Collaborative Team Teaching (CTT)) for grades K-9 (where grade 9 is not reported by subject area), and for grades 9-12, aggregated by program type (General Education, CTT, and Self-Contained Special Education) and core course (e.g. English 9, Math A, US History, etc.).
Data as of January 23, 2008
*Where ninth grade data is not reported by grade"
i99z-ad8n,Latest available data and trends in the state assessment results of math for grades 3 through 8. Data are disaggregated by school and disability status.
i9pf-sj7c,Directory of High School programs
i9rv-hdr5,Map of NYCHA developments as of July 2011.
ia2d-e54m,A brief history of water consumption in the New York City Water Supply System (Based on New York City Census population)
ia9u-k3t3,"Facilities in New York City, by agency and site, that offer “Neighborhood Development Area (NDA) Reading and Writing Program” after-school adult literacy programs - the Department of Youth and Community Development (DYCD).
Update Frequency: Annually"
ibjs-7vdf,"Data providing the location, type and capacity of public and private community facilities in NYC including schools, parks, libraries, public safety, day care, foster care, special needs housing, health and mental health facilities  and programs."
ibs4-k445,This table represents the details of the Medicaid Offices distributed by Borough along with their address and phone number detail.
ic2k-etms,"Select metrics by Community District/Neighborhood Tabulation Districts  where available. To see the full set of indicators (including those without CD/NTD level data), please refer to “Social Indicators Report Data – Citywide” at https://data.cityofnewyork.us/Social-Services/Social-Indicators-Report-Data-Citywide/gysw-j2f3.

The Social Indicators Report is an analysis of social conditions across New York City, including geographic and demographic breakdowns, changes over time, and the Mayor's plan for responding to problems highlighted in the report. The report can be found at http://www1.nyc.gov/assets/operations/downloads/pdf/Social-Indicators-Report-April-2016.pdf. See also, the recently released Disparity Report produced by the Center for Innovation through Data Intelligence (CIDI). The report can be found at http://www1.nyc.gov/assets/operations/downloads/pdf/Social-Indicators-Report-April-2016.pdf"
ic3t-wcy2,A list of job applications filed for a particular day and associated data. Prior weekly and monthly reports are archived at DOB and are not available on NYC Open Data.
icps-nwdu,"New York City Department of Education
2015-16 Final Class Size Report
School Middle School and High School Core Average Class Size
General Education (Gen Ed), Integrated Co-Teaching (ICT), Accelerated (Acc), Self-Contained (SC)"
idfb-y78n,
ie6s-t87j,Data to solve NYC ACRE's BigIdea
ieyi-rqsn,Primary Zoning by lot Based on PLUTO 2005
iftc-eqzb,List of acceptable reduced pressure zone devices.  Refer to the following report for more details http://www.nyc.gov/html/dep/pdf/water_sewer/42_doh_supplement.pdf
ig6g-qauv,"Report of all DOE School Information including Principal and Superintendent names, Cluster, Network, addresses & phone numbers"
ige5-v6sk,The LION Differences File (LDF) documents segment and node level changes that have occurred in the LION file between two subsequent releases.  This file allows a user who “ties” organizational data to DCP’s Segment ID and/or Node ID to migrate their data appropriately when these changes occur.
igkv-8cju,"Per Local Law 44 of 2013, HPD is required to publish building location, affordability, development team and cost information for all housing development projects. The data set includes all required elements of Local Law 44"
ihfw-zy9j,"Annual school accounts of NYC public school student populations served by grade, special programs, ethnicity, gender and Title I funded programs. "
ihup-vdhf,Latest available data and trends in the state assessment results of math for grades 3 through 8. Data are disaggregated by borough and ethnicity.
ihvw-cp8d,CCRB: How Complaints Filed with the NYPD Were Reported 2005 - 2009
ii73-cgb4,CCRB: Disposition of Discourtesy Allegations 2008
iipe-cqx6,All 311 Service Requests from 2010 to present. This information is automatically updated daily.
iiv7-jaj9,GIS data: Boundaries of Fire Companies
ijaw-4yr5,"Community Car Service Bases provide pre-arranged transportation throughout New York City. These bases range in size from small, neighborhood-based operations to large fleet-type companies that provide citywide service.  This list includes license numbers, names(s) of licensees, addresses, phones, and license types."
ijru-c88e,List of hose nozzles and sprayers that meet the requirements during a drought emergency.
ijxg-g6qy,"The New York City Taxi and Limousine Commission (TLC) has approved a new Group Ride Vehicle pilot program to provide an alternative transportation option for New Yorkers in neighborhoods with reduced or eliminated bus service. This new service will allow point to point, shared-rides among specified pick-up and drop-off locations. This pilot program will run for one year.  All licenses issued under this pilot will expire one-year from date of issuance.  This lists the license number, name, and license expiration date of approved drivers."
ikqj-pyhc,"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Schedule: Annually"
ikvd-dex8,
im58-6hb9,Directory of Spray Showers
ipbu-mtcs,Dog runs in New York City Department of Parks & Recreation properties and properties with off-leash hours for dogs.
ipc3-2nbm,Number of tax filers/payers and total income by income ranges
ipu4-2q9a,A list of permits issued for a particular day and associated data. Prior weekly and monthly reports are archived at DOB and are not available on NYC Open Data.
irhv-jqz7,"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Frequency: Annually"
isn9-aw8z,CCRB: Disposition of Force Allegations 2005 - 2009
isrj-349k,Repealed Rules and the replacement new codes and rules
ita7-8em7,CCRB: Tenure of Officers against Whom Allegations Were Substantiated 2005 - 2009
itfs-ms3e,"New York City school level College Board AP results for 2010.  

Records with 5 or fewer students are suppressed. 

Students are linked to schools by identifying which school they attend when registering for a College Board exam. A student is only included in a school’s report if he/she self-reports being enrolled at that school. 

Data collected and processed by the College Board."
iux8-53rc,List of all TLC medallion drivers
ivb7-t7a7,Data to help Teach for America Solve their Big Idea.
ivbu-e2q7,"""Ratio of Homeless Population to General Population in major US Cities in 2011.
*This represents a list of large U.S. cities for which DHS was able to confirm a recent estimate of the unsheltered population.  A 2011 result is available for Seattle, WA, Miami, FL, and Boston, MA.. 2011 results are not yet available for the other cities, and their 2009 data are displayed in this chart. General population figures are 2010 estimates in New York, San Francisco, and Chicago, and 2009 estimates elsewhere."""
ivix-m77e,Data on the usage of stimulus/recovery funds provided through the American Recovery and Reinvestment Act of 2009 (ARRA)
iwdd-99mu,"Pursuant to  312(a) of the City Charter, as amended by Local Law 63 of 2011, the Mayor's Office is required to publish a plan and schedule for each City agency detailing the anticipated contracting actions of each agency for the upcoming fiscal year for certain categories of procurement."
iwxt-cbm2,"Quarterly sums of staff attributes (status, rank, title, average salary, gender)"
ixu8-reym,
iz2q-9x8d,A list of cellular antenna filings and associated data. Prior weekly reports are archived at DOB and are not available on NYC Open Data.
j2ba-mvyy,2011 Disciplinary Actions Registered Individuals
j2iz-mwzu,ACRIS Countries mapping for Codes in the ACRIS Real and Personal Parties Property Datasets
j2sr-pm3b,"New York City Results on the New York State Mathematics Tests, Grades 3 - 8
Notes:
As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7.
In 2006, NYSED treated District 75 students as a distinct geographic district. For 2007-2011, District 75 students are represented in their home districts and boroughs. Spreadsheets for District and Borough do not include District 75 students in 2006.
Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency."
j34j-vqvt,"Average response times to incidents by Year, Month, Incident classification and borough."
j6ik-kjbs,List of Tennis Courts with the facility of registering online
j7gw-gcxi,This table displays the construction contracts that Department of Design and Construction has recently awarded to selected firms along with its value.
j7wp-ax4x,Total number of HASA cases.
j7wr-gf2w,"New York City Results on the New York State English Language Arts (ELA) Tests, Grades 3 - 8
Notes:
As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7.
Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency.
In 2007, the New York State Education Department updated its testing policy for English Language Learners: ELLs in an English Language School System for more than one year are required to take the ELA exam. Previously, ELLs in an English Language School System for less than 3 years were exempt from taking the ELA exam."
j7ww-5ipv,
j7yn-nvq9,"The Department of Finance (DOF) maintains records for all property sales in New York City, including sales of family homes in each borough. This list is a summary of neighborhood sales for Class 1-, 2- and 3-Family homes in Queens in 2006.

This list includes all sales of 1-, 2-, and 3-Family Homes' from January 1st, 2006 to December 31, 2006, whose sale price is equal to or more than $150,000.  The Building Class Category for Sales is based on the Building Class at the time of the sale."
j86k-5i43,Data on the buildings in the Times Square area
j8gx-kc43,Location and facility information for New York City farmers markets.
j8nm-zs7q,Criminal Court Summonses
j8p3-8ufc,"Department of Cultural Affairs (DCLA)
This data set is the Programs funding award amount for FY10."
j8uz-fizu,This is the list of total case count maintained annually which are filed at Office of Administrative Trials and Hearings
j9m9-eu6n,A listing of all available and planned datasets for use in feeding API calls and embedded lists on the NYC Open Data Compliance Plan Dashboard
jabk-zf7i,"Civilian Complaint Review Board (CCRB) complaint activity data, 2005-2009
Update Schedule: Annually"
jb3k-j3gp,This list contains the most recently published active  medallion drivers list. This is a list of licensees who are currently authorized to operate NYC TLC licensed Taxicabs. The old data set is no longer being updated but can be accessed from the link given below to access data from 03/07/2013 through 01/04/2014 https://data.cityofnewyork.us/Transportation/Medallion-Drivers-Active/n776-dsqy. A new Change Log containing changes in status from 10/28/2013 onwards can be found at https://data.cityofnewyork.us/Transportation/TLC-MEDALLION-ACTIVE-Historical-Data/sjfe-fppp. This list is accurate to the date and time represented in the Last Date Updated and Last Time Updated fields.
jb7j-dtam,The leading causes of death by sex and ethnicity in New York City in since 2007.
jcih-dj9q,"Condominiums and cooperatives are valued as if they were residential rental apartments. Income information from similar rental properties is applied to determine value.
The Department of Finance (DOF) chooses similar properties to value condos and coops. Properties are selected based on a combination of factors such as: land location, income levels, building age and construction and exemptions and subsidies.
Update Frequency: Annually"
jdb4-d3j9,All TLC luxury limousine vehicles
jdmi-whyn,"Civilian Complaint Review Board (CCRB) complaint activity data, 2005-2009"
je66-se2r,Property tax balance and payment information for all active properties
jfju-ynrr,"This is an ESRI shape file of school point locations based on the official address.  It includes some additional basic and pertinent information needed to link to other data sources. It also includes some basic school information such as Name, Address, Principal, and Principal’s contact information."
jfzu-yy6n,"Detailed data on NYC buildings with oil boilers, including fuel consumption, BBL, building owner/management info, deadline for complying with Audit and Retrocommissioning Law, building type and year constructed, number of floors and residential units, Condo/Coop status, and more."
jgjk-h2bn,"A statistical breakdown of the age of Civilian Complaint Review Board (CCRB) substantiated cases, by year, measured from the date of the incidents in the years 2205 through 2009.The age of the docket is measured by the number of open cases at the end of each reporting period."
jgqm-ccbd,GIS data: Boundaries of City Council Districts (water areas included)
jgtb-hmpg,"This list contains information on medallion vehicles that are currently inactive. The reason codes for an inactive medallion status are as follows: OOB for Out of Business, PEN for Pending, REV for Revoked, STO for In Storage and SUS for Suspended (Note: Reason for Suspension is also supplied). This list is accurate to the date and time represented in the Last Date Updated and Last Time Updated fields."
jhjm-vsp8,Annual NYC agency reporting statistics taken from the Mayor's Management Report.
jhn3-4vdj,"List of Facilities, Providers and their Rankings for Q3 2012 and Q4 2011"
jhq9-vaec,CCRB: Gender of Subject Officers Compared to New York City Police Department Demographics 2005 - 2009
jign-uhe6,Contact details of Organizations determined eligible for Arches award.
jk35-yh5p,"NEW YORK CITY Results on the NEW YORK STATE English Language Arts (ELA) & Mathematics Exams
(Grades 3 - 8)
2013 - 2015
Notes 
Starting in 2013, the NY State Education Department (NYSED) changed the exams to be Common Core aligned. Results on earlier exams from 2006-2012 can be found at this link: http://schools.nyc.gov/NR/exeres/05289E74-2D81-4CC0-81F6-E1143E28F4C4,frameless.htm

Results presented here include all students who sat for either the Math or ELA exam. On the NYSED website, results for ""matched"" students can be found. To account for participation changes across years and anticipate the importance of year-to-year same-cohort comparisons for the Class of 2022, ""matched"" Math and ELA results were calculated to include 4th grade students who were tested in both the current and previous year and to include 5th – 8th grade students who were tested in all three years.
In order to comply with FERPA regulations on public reporting of education outcomes, rows with 5 or fewer students are suppressed.
For 2013, District 75 students are represented in their home districts and boroughs. For 2014 & 2015, they are not included.
Charter schools are not included. School level charter data can be found here: http://schools.nyc.gov/Accountability/data/TestResults/ELAandMathTestResults

In 2007, the New York State Education Department updated its testing policy for English Language Learners: ELLs in an English Language School System for more than one year are required to take the ELA exam. Previously, ELLs in an English Language School System for less than 3 years were exempt from taking the ELA exam. 
A change in State testing policy drove a decrease in eighth grade proficiency rates in 2014: to reduce double testing, most students in accelerated math courses who took the Algebra Regents exam were exempted from taking the 7th or 8th grade State math assessment.
Former English Language Learners includes any students who were classified as English Language Learners in at least one of the previous two school years."
jkiz-wt49,Latest available data and trends in graduation and dropout outcomes disaggregated by students with disabilities
jmr8-fdbz,"Adult supervision cases that have had an early discharge request filed with a local court during the reporting period. Categorized by: new early discharge (ED) requests submitted; ED requests approved; ED requests disapproved. Based on carryover of pending early discharge requests from month-to-month, the number of approvals plus disapprovals may not equal the number of requests per year."
jnc4-rzi5,Location of the JFK airtrain stations with basic descriptive information about the station.
jp7y-czvr,CCRB: Types of Allegations in Complaints Received 2005 - 2009
jphp-xt7k,Latest available data and trends in the state assessment results of math for grades 3 through 8 disaggregated by borough.
jpjb-rq49,"The Parking Regulations are drawn from DOT’s traffic sign database, STATUS, which is used by DOT in managing its inventory of over one million traffic signs in New York City. The database keeps track of the description, location and installation dates for DOT traffic signs. The Locations and Signs datasets need to be used in combination. The data in files can be linked, to find an applicable regulation, using the 'StatusOrderNumber' value. This process is automated at our  DOT Parking Regulation website: http://a841-dotvweb01.nyc.gov/ParkingRegs/ViewController/LocationValidation.aspx"
jqy3-ybjq,"Demographic statistics broken down by council districts
Update Schedule: As required"
jr6k-xwua,"Filter cards by selecting date ranges on date/time cards, typing freeform text into search cards, or clicking the columns in the column card. This dataset includes trip records from all trips completed in yellow taxis in NYC in 2011. Records include fields capturing pick-up and drop-off dates/times, pick-up and drop-off locations, trip distances, itemized fares, rate types, payment types, and driver-reported passenger counts. The data used in the attached datasets were collected and provided to the NYC Taxi and Limousine Commission (TLC) by technology providers authorized under the Taxicab Passenger Enhancement Program (TPEP). The trip data was not created by the TLC, and TLC makes no representations as to the accuracy of these data."
js82-9nvz,This table represents complaints per uniformed officer
jt7v-77mi,Parking Violations Issued during Fiscal Year 2014 (August 2013 – June 2014)
jt9i-9gxr,
jufi-gzgp,"New York City Results on the New York State Mathematics Tests, Grades 3 - 8
Notes:
As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7.
In 2006, NYSED treated District 75 students as a distinct geographic district. For 2007-2011, District 75 students are represented in their home districts and boroughs. Spreadsheets for District and Borough do not include District 75 students in 2006.
Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency.

Rows are suppressed (noted with ‘s’) if the number of tested students was 5 or fewer. 
Prior to 2011, the mean scale scores for ‘All Grades’ were not calculated."
jvce-szsb,Listing of businesses in the Fulton Mall Improvement Association
jxdc-hnze,"Directory of entertainment venues in the Times Square area

Update Schedule: As required"
jxyc-rxiv,"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Frequency: Annually"
jz4z-kudi,"The OATH ECB Hearings Case Status dataset contains information about alleged public safety and quality of life violations that are filed and adjudicated through the City’s administrative law court, the NYC Office of Administrative Trials and Hearings (OATH) and provides information about the infraction charged, decision outcome, payments, amounts and fees relating to the case."
jzhd-m6uv,"This data set features DCA inspections during the last and current calendar years to ensure compliance with local consumer protection and licensing laws, and State and federal regulations."
jzst-u7j8,"In December 2015, New York City released the 2014 energy and water use data for all properties required to annually benchmark under Local Law 84."
k26i-s5bd,Businesses in the GCP district
k2bb-k6p8,GIS data: Boundaries of Municipal Court Districts (water areas included)
k2ye-5mmh,"The number of “violation of probation” filings sent by the Department to local courts, in response to misconduct by the probation client, during the reporting period.  Categorized by type of violation: rearrest; technical (rules) violation; or absconder."
k2zs-b24z,This table displays future construction projects which is based on the city's April approved budget. The fiscal year starts July 1 and ends June 30.
k397-673e,City employee Base and Overtime Salary for Fiscal Year 2014.
k3cd-yu9d,A listing of  expenditures for candidates for City office during the 2001 election cycle
k3qa-jvkc,"Facilities in New York City, by agency and site, that offer “NDA (Neighborhood Development Area) Reading and Writing Program” after-school  family literacy programs.  - Department of Youth and Community Development (DYCD)."
k46n-sa2m,This dataset includes the daily number of families and individuals residing in the Department of Homeless Services (DHS) shelter system and the daily number of families applying to the DHS shelter system.
k4u8-p5ux,Where Incidents that Led to a Substantiated Complaint Took Place - Bronx 2005 - 2009
k5ws-xbkn,Latest available data and trends in the state assessment results of English Language Arts for grades 3 through 8. Data are disaggregated by borough.
k659-gwja,"The number of presentence investigation reports ordered for adults during the reporting period, categorized by conviction type: felony and misdemeanor."
k8hv-56d7,"Graduation Outcomes - Class of 2010 - Math/ELA Aspirational Performance Measure (APM) 
¶•The New York State Education Department adopted Aspirational Performance Measures (APM) in addition to high school graduation rates for the Cohort of 2006 (Class of 2010). In addition to the numbers of students earning Advanced Regents Designation on their diplomas, another metric was developed based on performance on Math and ELA Regents exams. The Math/ELA APM represents the percentage of students in the cohort who graduated with any regular diploma (Regents Diploma with Advanced Designation, Regents Diploma, or Local Diploma) and who scored 80 or greater on their highest mathematics Regents and 75 or greater on the English Regents. Since this metric is new for the Class of 2010, only one year of results is reported, separately for June and August graduation cohorts. The total number of students in the cohort is the same in June and August. 
¶•Records with cohorts of 20 students or less are suppressed. 
¶•August outcomes include all June and August graduates. 
¶•In school-level reporting, students who were in a school for less than 5 months are not included in the school’s cohort, but are included in citywide totals. 
¶•School level results are not presented for District 79 schools, but their outcomes are included in citywide totals. 
¶•Schools that had previously obtained a waiver to use alternative assessments (rather than Regents examinations) were omitted from the Math/ELA APM calculations."
ka3k-93z7,Civilian Complaint Review Board (CCRB)
kcgr-4dqx,CCRB: Disposition of Abuse of Authority Allegations 2009
kcrm-j9hh,NYC and Co. museums and galleries
kdig-pewd,"GIS data: This data set consists of 6 classes of zoning features: zoning districts, special purpose districts, special purpose district subdistricts, limited height districts, commercial overlay districts,  and zoning map amendments."
kdqv-qs7p,At-the-tap LCR compliance 1st draw 90th percentile data.
kdu2-865w,Listing of NYC theaters
keny-zprk,"The New York City Taxi and Limousine Commission (TLC) has approved a new Group Ride Vehicle pilot program to provide an alternative transportation option for New Yorkers in neighborhoods with reduced or eliminated bus service. This new service will allow point to point, shared-rides among specified pick-up and drop-off locations. This pilot program will run for one year. All licenses issued under this pilot will expire one-year from date of issuance. This lists affiliated base license numbers, names, and other vehicle information."
kewa-q4dq,The Law Department issues press releases on major cases as a service to the media and the public.
kf2b-aeh5,"Schedule of recruitment events offered by Workforce1 Center. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
kh2m-kcyz,Directory of food and beverage venues in the Times Square area
kh3d-xhq7,Queens Public Library Hours and Locations
khkb-h6hx,Empower Zones
khqi-x3p3,Latest available data and trends in graduation and dropout outcomes by school and gender
kiv2-tbus,"<p>
•	Parking Violations Issued - Fiscal Year 2015 Past violations can be found in the archived datasets. https://data.cityofnewyork.us/dataset/Parking-Violations-Issued-Fiscal-Year-2015/c284-tqph

<p>

•	Parking Violations Issued - Fiscal Year 2014 Past violations can be found in the archived datasets. https://data.cityofnewyork.us/City-Government/Parking-Violations-Issued-Fiscal-Year-2014-August-/jt7v-77mi"
kiyv-ks3f,Directory of Universal Pre-K (UPK) School Locations
kj4p-ruqc,"Pursuant to New York City’s Housing Maintenance Code, the Department of Housing 
Preservation and Development (HPD) collects information on multiple dwellings in New York 
City, and other buildings that fall under its jurisdiction. HPD’s Buildings Open Data covers all 
buildings which meet any of the following criteria: 
 
a. HPD has required the owner to register the building under the Housing Maintenance 
Code (HMC) 
b. HPD has initiated a litigation action under the HMC 
c. HPD has received a complaint for the building 
d. HPD has initiated a work order for the purposes of emergency repair, demolition, or 
the Alternative Enforcement Program (AEP) for the building 
e. HPD has added the property to the AEP program

Buildings are identified by a BuildingID."
kjgh-ywbx,Summary of documented students by school/site
kjk4-7tzy,DCP 2040 population projection tables.
kjmq-hfaa,FDNY Important Phone Numbers
kjtf-e6kp,Directory of Skateparks
kjxa-7ccf,Quality of life conditions reported by city inspectors.
kkjw-ny95,Detention abuse/neglect statistics reported in compliance with Introduction 153-A and 37-A passed by the New York City Council.
kku6-nxdu,Demographic statistics broken down by zip code
kpav-sd4t,This dataset contains current job postings available on the  City of New York’s official jobs site (http://www.nyc.gov/html/careers/html/search/search.shtml).  Internal postings available to city employees and external postings available to the general public are included.
kpjg-ubxi,This list contains information on the number and nature of constituent services handled by the Borough President's Office.
kpt7-myy2,Directory of Senior Centers
kq8c-w9ag,"Civilian Complaint Review Board (CCRB) complaint activity data, 2005-2009
Update Schedule: Annually"
krwf-eng6,"List of firms that are disqualified to work for the SCA. The file includes the term of the firms' disqualification. If the 'disqualified to date' is empty, the firm is disqualified indefinitely."
krxp-x4za,Listing of planned procurements relevant to Local Law 1 of 2013
ks56-wyey,Storm surge depths for a hurricane moving towards the northeast at landfall
ksfe-nc8x,"Every year, all parents, all teachers, and students in grades 6 - 12 take the NYC School Survey. The survey ranks among the largest surveys of any kind ever conducted nationally. 

Survey results provide insight into a school's learning environment and contribute a measure of diversification that goes beyond test scores on the Progress Report. NYC School Survey results contribute 10% - 15% of a school's Progress Report grade (the exact contribution to the Progress Report is dependent on school type). Survey questions assess the community's opinions on academic expectations, communication, engagement, and safety and respect. School leaders can use survey results to better understand their own school's strengths and target areas for improvement. 

The NYC School Survey helps school leaders understand what key members of the school community say about the learning environment at each school. The information captured by the survey is designed to support a dialogue among all members of the school community about how to make the school a better place to learn. The NYC School Survey has been taken annually since its inception in 2007."
kvuc-fg9b,"Selected demographic, social, economic, and housing estimates data by community district/PUMA (Public Use Micro Data Sample Area). Three year estimates of population data from the Census Bureau's American Community Survey"
kwk4-6u9e,"The Survey helps school leaders understand what key members of the school community say about the learning environment at each school. The information captured by the survey is designed to support a dialogue among all members of the school community about how to make the school a better place to learn.  

Survey results provide insight into a school's learning environment and contribute a measure of diversification that goes beyond test scores on the Progress Report. NYC School Survey results contribute 10% - 15% of a school's Progress Report grade (the exact contribution to the Progress Report is dependent on school type). Survey questions assess the community's opinions on academic expectations, communication, engagement, and safety and respect. School leaders can use survey results to better understand their own school's strengths and target areas for improvement."
kwmq-dbub,A listing of campaign expenditures for candidates for City office dating back from the 2013 election cycle
kxg8-856s,Primary Zoning by lot Based on PLUTO 2005
kyad-zm4j,"Citywide street tree data from the 1995 Street Tree Census, conducted by volunteers organized by NYC Parks & Recreation.  Trees were inventoried by address, and were collected from 1995-1996.  Data collected includes tree species, diameter, condition."
kzk6-y58k,"Expense City Funds($ IN THOUSANDS)
FY 2002 - FY 2015 are actuals; FY 2016 - FY 2020 plan data as of the April 2016 Financial Plan"
kzmz-ivhb,"For each Community District, the name and address of the location where Refuse, Paper, and Metal/Glass/Plastic collected in that district are disposed of under normal operating circumstances.
Update Schedule: As required"
m3fi-rt3k,This dataset reflects applications for discretionary funding to be allocated by the New York City Council between the years 2009 and 2013.
m48u-yjt8,This list contains information on committee and full Council meetings
m4mp-ji5y,
m4pf-wpkz,"This dataset is no longer being updated by the New York City Taxi and Limousine Commission. Please update your links to the links listed below. Thank you.

Medallion Drivers - Trained:
https://data.cityofnewyork.us/Transportation/Medallion-Drivers-Trained/td5q-ry6d"
m56g-jpua,The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
m59i-mqex,"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Frequency: Annually"
m64p-r9hk,List of Certified Asbestos Investigators (CAI)
m666-sf2m,Details of Motor Vehicle Collisions in New York City provided by the Police Department (NYPD).
m6nh-ye6v,This table represents the total intake of complaints within and outside CCRB Jurisdiction
m6yw-2k8k,Financial plan representing Non-Controllable Agency Expenses
m7f5-x3k4,Data to solve NYC ACRE's BigIdea
m7m9-uyrn,"Civilian Complaint Review Board (CCRB) complaint activity data, 2005-2009.
Update Frequency: Annually"
madj-gkhr,"Statistical report that provides daily school wide attendance each day for all schools at 4:00pm. Attendance figures are ""accurate"" as of 4:00pm, but not final as schools continue to submit data after preliminary report is generated."
mai7-g3fm,CCRB: Disposition of Force Allegations 2006
mbd7-jfnc,"After-school programs in New York City, organized by various categories and for various audiences.
Update Frequency: Annually"
mbym-vp3s,Latest available data and trends in graduation and dropout outcomes disaggregated by ethnicity.
mdbu-nrqn,"Contains information about work orders created to conduct emergency repair work when an owner fails to address a hazardous condition pursuant to the requirements of an HPD issued violation. HPD issues violations when an owner fails to address a condition pursuant New York City Housing Maintenance Code (HMC) or the New York State Multiple Dwelling Law (MDL), a Department of Buildings Declaration of Emergency, a Department of Health Commissioner's Order to Abate or an emergency violation issued by another City Agency. The work orders were issued to a private vendor following the City's Procurement Rules."
mdcw-n682,"The Green Book Online is a fully searchable database which gives New Yorkers the opportunity to search for the agencies, offices, boards and commissions that keep our City running. It includes listings for New York City, County, Courts, and New York State government offices."
memx-xuna,Approved registrants in the wholesale markets
mf6v-bdzr,Spreadsheet of all TLC commuter van drivers
